bmrs_id,repd_id,name,capacity,turbine_capacity,turbine_count,lon,lat,gen_type
[],[4620],Langhope Rig,16,[1.6],[10.0],-2.9636701,55.4670771,
[],[4624],Galsworthy Wind Park,9.2,[2.3],[4.0],-4.2723091,50.9185075,
[],[4629],Monan Hill Wind Turbines,1.5,[0.5],[3.0],-6.8293191,57.9427984,
[],[4637],French Farm,4,[2.5],[2.0],-0.0999101,52.6628341,
[],[4642],Moor House Wind Farm,12,[2.5],[6.0],-1.4987183,54.5694784,
[],[4644],Llynfi Afan Renewable Energy Park,6,[2.0],[3.0],-3.6037147,51.6448262,
[],[4647],Fraisthorpe Wind Farm,29.7,[3.3],[9.0],-0.2297897,54.0472165,
[],[4648],Mynydd Y Gwair Wind Farm,32.8,[3.0],[16.0],-3.9537543,51.7549297,
[],[4649],Jack's Lane Wind Farm,13.8,[2.3],[6.0],0.7063057,52.8842358,
[],[4651],Denzell Downs Wind Farm,10,[2.0],[5.0],-4.9597098,50.465457,
[],[4653],Cregganconroe,13.8,[2.3],[6.0],-6.9661023,54.6144713,
[],[4655],Reaps Moss Wind Farm,10.2,[3.4],[3.0],-2.1636699,53.7041177,
[],[4656],"Llynfi Renewable Energy Park, Land at Mynydd Caerau",18,[2.0],[12.0],-3.593865,51.636806,
[],[4657],Chiplow,8.2,[2.0],[5.0],0.6929296,52.8557339,
[],[4658],Hook Moor,10.3,[2.05],[3.0],-1.3311316,53.8083937,
[],[4659],Crook Hill (Rochdale MBC) 2 of 2,23.8,[3.4],[7.0],-2.1230485,53.6756972,
[],[4660],Far Marsh Farm,7.5,[2.5],[3.0],-0.1142689,53.6777097,
[],[4661],Wear Point,8.2,[2.05],[4.0],-4.985644,51.7023246,
[],[4662],Middlewick wind farm,20.7,[2.3],[9.0],0.8892338,51.6595385,
[],[4665],Carsington Pasture,8,[2.0],[4.0],-1.6315077,53.0863996,
[],[4666],Langford Wind Farm,20,[2.0],[10.0],-0.2497945,52.0602717,
[],[4668],Ardrossan Extension,6,[2.0],[3.0],-4.8079067,55.6867292,
[],[4670],Blaengwen,23,[2.3],[10.0],-4.2338799,51.9752328,
[],[4671],Boyndie Airfield,16.7,[2.0],[8.0],-2.6325601,57.6643026,
[],[4672],Burton Wold Windfarm,20,[2.0],[10.0],-0.6475336,52.3639576,
[],[4675],Fairburn,43,[2.15],[20.0],-4.6447654,57.5333944,
[],[4677],Ffynnon Oer Wind Farm,32,[2.0],[16.0],-3.6709919,51.6760356,
[],[4679],Forss Wind Farm (Extension),5.2,[1.3],[4.0],-3.6883892,58.603924,
[],[4680],Lough Hill,10.5,[1.75],[6.0],-7.6109982,54.6260302,
[],[4681],Michelin Tyre Co Ltd - Dundee,4,[2.0],[2.0],-2.896476,56.4842758,
[],[4683],Muirhall,12.3,[3.0],[6.0],-3.5773205,55.7541899,
[],[4684],Mynydd Clogau Wind Farm,14.5,[0.85],[17.0],-3.432575,52.581386,
[],[4685],New Barn Farm,4.5,[1.5],[3.0],-2.2905156,53.7662054,
[],[4686],North Pickenham,14.4,[1.8],[8.0],0.7244211,52.6258108,
[],[4689],Tir Mostyn And Foel Goch Wind Farm,21.3,[0.85],[25.0],-3.4877139,53.105288,
[],[4690],Trimdon Grange,5.2,[1.3],[4.0],-1.440597,54.7194179,
[],[4691],Wardlaw Wood,18,[3.0],[6.0],-4.7841892,55.7342465,
[],[4892],Gawnsmoss Cluster,2.4,[0.8],[3.0],-2.6074307,57.616291,
[],[4976],Beckton Sewage Treatment Works,2.2,[1.0],[2.0],0.0778078,51.5220443,
[],[4995],Melton Waste Park,5,[2.5],[2.0],-0.536109,53.7150886,
[],"[5277, 5277]",Burton Wold Wind Farm South,7.5,[2.75],[3.0],-0.6575817,52.3534215,
[],[5555],ANP Newport Wind Turbine,2.3,[2.3],[2.0],-2.9729957,51.5572998,
[],[5598],Brenig Wind Farm,37.6,[3.0],[16.0],-3.5035494,53.1068624,
[],[6173],Woodlands Wind Farm,2.6,[0.85],[3.0],-3.9213918,55.6315331,
[],[6388],Ferneylea Farm,1.5,[0.75],[2.0],-2.4187012,55.9134923,
[],[2470],East Anglia 3 (EA 3),1400,[14.0],[100.0],2.172796159,52.13696213,
[],[2517],Dogger Bank C (was Teesside A),1200,[6.0],[200.0],,,
[],[2528],Levenmouth demonstration turbine (Fife Energy Park),7,[6.0],[1.0],-2.957965488,56.16068734,
[],[2555],South Beach Wind Turbine (Somerton),1.5,[1.47],[1.0],1.654485391,52.70992111,
[],[2556],Swaffham 1 - Ecotech Wind Park,1.5,[1.47],[1.0],0.6832876103,52.65675163,
[],[2613],Great Orton Wind Farm (Extension),2.3,[0.4],[6.0],-3.072043745,54.87063821,
[],[2617],Harlock Hill Wind Farm,2.5,[0.5],[5.0],-3.146715391,54.20488828,
[],[2687],FMC Technologies,1.5,[0.75],[2.0],-3.446591178,56.05643749,
[],[2691],Boyndie Airfield Extension,2.3,[2.3],[1.0],-2.651822136,57.66064902,
[],[2694],Blue Gates Farm,1.5,[1.5],[1.0],1.004244767,51.86310072,
[],[2695],Celcon Blocks Ltd,2,[2.0],[1.0],-1.084136723,53.67698625,
[],[2704],"F M C Land, Pitreavie Business Park",1.5,[1.5],[1.0],-3.444331284,56.05397501,
[],[2742],"West Hill, Flotta",2,[2.0],[1.0],-3.123098448,58.82695825,
[],[2782],Courtstone Wind Turbine,2.3,[2.3],[1.0],-2.26096363,57.3919655,
[],[2830],Wind Turbine 1,2.3,[2.3],[1.0],-6.019573548,54.68793263,
[],[2866],Ballymena Wind Park Limited,4.7,[2.35],[2.0],-6.233118688,54.87951109,
[],[2875],MARCH SEWAGE TREATMENT WORKS - WIND TURBINE,2,[2.0],[1.0],0.1214962479,52.57135661,
[],[2888],Brockaghboy Wind Farm - extension,10,[3.0],[4.0],-6.869169729,54.89911848,
[],[2921],Chelker Reservoir,1.3,[0.3],[4.0],-1.914158348,53.96244661,
[],[2932],Croda Chemicals Europe,3,[3.0],[1.0],-1.007211654,53.68235141,
[],[3077],Carn Vean,10,[2.0],[5.0],-5.187510848,50.17989458,
[],[3078],Dewlay Cheese Wind Turbine,2,[2.0],[1.0],-2.785947036,53.8882703,
[],[3093],National Wind Turbine Test Site,4.7,[2.3],[2.0],-4.284371091,55.69067649,
[],[3101],Long Hill Road,2,[2.0],[1.0],0.0893207422,52.5731158,
[],[3105],Ness point Wind Turbine 1,2.3,[2.3],[1.0],1.761041302,52.48044371,
[],[3106],Elliot's Hill Wind Farm,5,[0.5],[10.0],-6.118937439,54.73894297,
[],[3112],Rigged Hill Wind Farm,5,[0.5],[10.0],-6.819784669,55.02185786,
[],[3120],Thorfinn Wind Farm - NM1500,1.5,[1.5],[1.0],-3.143835245,59.11310203,
[],[3122],Slieve Rushen Phase 1 Wind Farm,5,[0.5],[10.0],-7.628381252,54.19028611,
[],[3129],Stags Holt,18,[2.0],[9.0],0.1233093473,52.56978657,
[],[3130],Tappaghan,19.5,[1.5],[13.0],-7.695546185,54.54714132,
[],[3159],Swaffham Plashes II,1.8,[1.79],[1.0],0.7007219822,52.65770426,
[],[3161],Shooters Bottom Wind Park,2,[2.0],[1.0],-2.583442366,51.25436458,
[],[3168],Bessy Bell Extension,9,[1.3],[6.0],-7.426501502,54.70504238,
[],[3179],The Haven,1.2,[1.2],[1.0],-2.318408014,52.12898669,
[],[3191],Garves Mountain Farm,15,[3.0],[5.0],-6.564828581,55.00176321,
[],[3223],Southern Law,5.2,[1.3],[4.0],-1.43486296,54.72218763,
[],[3242],Wolf Bog Wind Farm,8.8,[1.75],[5.0],-6.080578795,54.80430735,
[],[3245],Slieve Divena Phase 1 Wind Farm,30,[2.5],[12.0],-7.106372602,54.50860388,
[],[3251],Land approx 75m South of 141,20,[2.5],[8.0],-7.088572735,54.68630213,
[],[3253],Hunter's Hill,20,[2.5],[8.0],-7.341481199,54.43900167,
[],[3263],Screggagh,19.5,[2.5],[8.0],-7.33287279,54.46240419,
[],[3294],Cnoc Donn Arnicle,15,[0.57],[26.0],-5.568101355,55.58002381,
[],[3296],"Bendealt Wind Farm, Highland",9,[0.5],[18.0],-4.42665507,57.70548291,
[],[3321],New Holland,1,[0.5],[2.0],-2.868910889,58.91328963,
[],[3403],Denhill,2.3,[2.3],[1.0],-2.341029257,57.41114073,
[],[3405],Gairnieston Farm,2.3,[2.3],[1.0],-2.424052167,57.59357709,
[],[3408],"Burgar Hill (land Near), Evie",2.3,[2.5],[1.0],-3.149223245,59.11754496,
[],[3429],Moorhouse Farm,1,[0.5],[2.0],-2.250844122,55.90390009,
[],[3466],Hedley Hope,2.4,[0.8],[3.0],-1.757538636,54.76369886,
[],[3503],Benbrack Wind Farm,72,[4.0],[18.0],-4.311954517,55.26718917,
[],[3510],Worksop - B&Q,2,[2.0],[1.0],-1.075746015,53.29977176,
[],[3548],Methlick Farmers Wind Energy Project,12,[2.0],[6.0],-2.243116087,57.42759961,
[],[3556],Bryn Du,16.4,[0.42],[39.0],-3.706969519,52.4146724,
[],[3566],Lendrum's Bridge Wind Farm ( Extension 2),7.3,[0.66],[11.0],-7.148872713,54.3938439,
[],[3568],Lendrum's Bridge Wind Farm,5.9,[0.66],[9.0],-7.183374347,54.39266072,
[],[3633],Hazelside farm,1.6,[0.8],[2.0],-3.884174808,55.55754902,
[],[3659],Blyth Harbour Wind Farm,2.7,[0.3],[9.0],-1.495205013,55.12544429,
[],[3667],The Rosti Factory,2.2,[2.2],[1.0],-3.960607425,55.72465741,
[],[3678],Magherafelt,1,[1.0],[1.0],-6.647681406,54.76905418,
[],[3680],The Michelin Tyre Factory - Ballymena,4.6,[2.3],[2.0],-6.19858556,54.87281477,
[],[3698],Greenhill Croft,4.6,[2.3],[2.0],-2.201071207,57.59459605,
[],[3699],Severn Trent STW,2.5,[2.5],[1.0],-1.117870592,52.69806638,
[],[3713],Crockbrack,2,[2.0],[1.0],-6.955142017,54.61450029,
[],[3716],Connaught Road,1.7,[0.85],[2.0],-6.307074658,54.76606253,
[],[3717],Crockagarron Ext,2.5,[2.5],[1.0],-7.008995193,54.55157739,
[],[3718],Castle of Auchry Farm,2.4,[0.8],[3.0],-2.44769034,57.28274832,
[],[3723],Yonderton Farm,1,[0.5],[2.0],-1.941899762,57.43082207,
[],[3734],Sharpness Docks,2,[2.0],[1.0],-2.482868736,51.72373234,
[],[3747],Damhead Farm,2.5,[2.5],[1.0],-3.933483748,55.85390408,
[],[3792],Fanny House Farm/Heysham Moss,1.5,[1.5],[1.0],-2.871896289,54.03793549,
[],[3795],Chelveston Renewable Energy Park Wind Farm (Bedford),10,[2.5],[4.0],-0.5372766389,52.30765448,
[],[3803],Lancaster University (wind),2,[2.0],[1.0],-2.779535535,54.00722909,
[],[3804],Myreton Crossroads,1.6,[0.8],[2.0],-2.842541716,57.59896081,
[],[3818],Tullo Wind Farm North Extension (Shiels Wind Farm),7.5,[2.5],[3.0],-2.410128723,56.8439857,
[],[3832],Wythegill Wind Turbine,2.3,[2.3],[1.0],-3.523089946,54.67413262,
[],[3841],GlaxoSmithKline Wind Project,7.5,[2.5],[3.0],-4.633856416,55.59791338,
[],[3842],K L Technologies Wind Turbine,1.5,[1.5],[1.0],0.3857618335,52.771197,
[],[3852],Corkey Wind Farm Extension,2.5,[2.5],[1.0],-6.279681178,55.04450153,
[],[3855],Ardoch and Over Enoch Wind Farm (Over Enoch),4.3,[2.3],[2.0],-4.252077744,55.71014687,
[],[3877],Clondermot Turbines,4.6,[2.3],[2.0],-7.312866779,54.96789509,
[],[3893],Energy Works Hull - Wind Turbine,3,[3.0],[1.0],-0.3304065665,53.75855621,
[],[3897],Severn Trent Water - Stoke Bardolph Wind Turbine,1.5,[2.5],[1.0],-1.043963073,52.97579871,
[],[3902],Barns of Ayre Wind Turbines (2),1.8,[0.9],[2.0],-2.715652687,58.92171088,
[],[3933],Gortfinbar,15,[2.5],[6.0],-7.019673347,54.54400712,
[],[3934],Carn Hill,13.8,[2.3],[6.0],-5.911774183,54.7313075,
[],[3946],Chelveston Renewable Energy Park Wind Farm (East Northamptonshire),12.5,[2.5],[5.0],-0.5365798924,52.30119923,
[],[3947],Bewick Drift,2.3,[2.3],[1.0],-1.557172948,55.21522898,
[],[3961],Glenbuck,9.2,[2.3],[4.0],-6.412382121,55.01009754,
[],[4008],Bu Farm,2.7,[0.9],[3.0],-2.660083122,59.09724702,
[],[4024],Tangy Wind Farm Extension/Tangy 2,6,[0.85],[7.0],-5.530423268,55.4786148,
[],[4031],St. Johns Hill,15.8,[2.8],[9.0],-2.272428601,56.88855931,
[],[4042],Townlands of Carrickatane,20.7,[2.3],[9.0],-7.199662641,54.89489972,
[],[4048],Crockagarran,15,[2.5],[6.0],-7.016782453,54.55020111,
[],[4053],Thornog Windfarm,9.2,[2.3],[4.0],-7.559575978,54.60640211,
[],[4060],Cathkin Braes Wind Farm (Castlemilk),3,[3.0],[1.0],-4.215297296,55.79712301,
[],[4065],Slieveglass,6.9,[2.3],[3.0],-7.569203796,54.63549883,
[],[4075],Gremista Wind Farm,3,[3.0],[1.0],-1.167124973,60.19243678,
[],[4081],Thornog Windfarm Extension,9.2,[2.3],[4.0],-7.559575978,54.60640211,
[],[4088],Goathill Quarry Turbine,2,[2.0],[1.0],-3.320255869,56.08635474,
[],[4107],Pollnalaght (Cornavarrow),38.4,[3.2],[12.0],-7.440990847,54.56831752,
[],[4108],Seegronan,13.8,[2.3],[6.0],-6.299978489,54.63334119,
[],[4111],Eshmore,6.9,[2.3],[3.0],-6.942929757,54.55055842,
[],[4124],Tievenameenta,34.5,[2.3],[15.0],-7.590966778,54.70500603,
[],[4128],Sneddon Law Community Wind Farm,45,[3.0],[15.0],-4.394639262,55.64310532,
[],[4139],Altamuskin,7.1,[2.35],[3.0],-7.094584271,54.52220429,
[],[4143],Cloonty Wind Farm,12,[3.0],[4.0],-6.395780724,55.11849589,
[],[4151],Curraghamulkin (Dooish Wind Farm),30,[3.0],[10.0],-7.514104912,54.57783244,
[],[4152],Teiges,11,[2.2],[5.0],-7.3985076,54.30310659,
[],[4155],Monnaboy Wind Farm,12,[2.5],[4.0],-7.134032167,54.97914284,
[],[4196],Longlands Lane,1.5,[1.5],[1.0],-3.747902662,51.56331139,
[],[4245],Inishative,13.8,[2.3],[6.0],-7.009577389,54.56690401,
[],[4297],Craiggore windfarm,23.5,[1.8],[10.0],-6.801016125,54.9952422,
[],[4307],West Benhar wind farm,27.2,[3.4],[8.0],-3.764951182,55.8362903,
[],[4315],Sorbie Farm,9,[2.3],[3.0],-4.789441794,55.66349627,
[],[4320],Crockdun,12.5,[2.5],[5.0],-7.049374674,54.56889886,
[],[4328],Srondoire Community Wind Farm,6,[2.0],[3.0],-5.480491526,55.93409203,
[],[4346],Bogenlea Farm,2.3,[2.3],[1.0],-2.299954304,57.56624904,
[],[4361],Draperstown (Brackagh) Wind Farm,6,[2.0],[3.0],-6.708123203,54.81122424,
[],[4370],GlaxoSmithKline Wind Project (Turbine 4),2.5,[2.5],[1.0],-4.618168997,55.5928655,
[],[4374],Greenvale AP Wind Turbine,1.5,[1.5],[1.0],-0.0045691141,52.52068923,
[],[4377],Hendy Wind Farm,14.4,[2.5],[7.0],-3.274152998,52.23453041,
[],[4404],Noble Foods,1.5,[1.5],[1.0],-3.159267719,56.16406546,
[],[4411],Brotherton (formerly Paul Matthew Hill wind turbines),4.6,[2.3],[2.0],-2.371857232,56.81472065,
[],[4422],Tullo Wind Farm South (Ext.),10,[2.5],[4.0],-2.404900733,56.82741028,
[],[4465],Craig Wind Farm (Extension),2.5,[2.5],[1.0],-5.087101537,54.86848379,
[],[4493],Halifax Farm,1.6,[1.6],[1.0],-1.32520826,52.63982362,
[],[4501],Carscreugh Renewable Energy Park,15.3,[0.85],[18.0],-4.727950453,54.85910672,
[],[4504],Slieve Rushen Extension,54,[3.0],[18.0],-7.628381252,54.19028611,
[],[4514],Sunnyside wind cluster,1,[0.5],[2.0],-3.948901114,55.37902132,
[],[4529],Torrs Hill,4,[2.0],[2.0],-4.315920983,55.17327589,
[],[4557],Altamuskin Extension,7.1,[2.35],[3.0],-7.1113152,54.51275881,
[],[4563],Elginny Hill,22,[2.0],[11.0],-6.192826536,54.93261928,
[],[4628],Kype Muir Wind Farm Extension,75,[5.0],[15.0],-4.036092513,55.63265041,
[],[4650],Pigeon Top,27,[3.0],[9.0],-7.44964658,54.58728627,
[],[4652],Long Mountain,27.6,[2.0],[12.0],-6.441966667,54.98410209,
[],[4654],Ora More,15,[2.3],[6.0],-7.895875927,54.33850094,
[],[4663],Blyth Harbour Wind Farm (re-power),3.4,[3.4],[1.0],-1.490641504,55.12052797,
[],[4673],Callagheen,22.8,[1.75],[13.0],-8.092994976,54.41778069,
[],[4678],Flotta,1.8,[1.75],[1.0],-3.097258331,58.84123663,
[],[4688],Tappaghan Extension,9,[1.5],[6.0],-7.695546185,54.54714132,
[],[4747],Southrigg,1.5,[1.5],[1.0],-3.729528813,55.87105817,
[],[4790],Kingspan,1.8,[0.9],[2.0],-3.200769933,53.28968698,
[],[4908],Quarrendon Fields,1.5,[1.5],[1.0],-0.835968361,51.84240959,
[],[4917],Newstead and Annesley Wind Turbine,1.5,[1.5],[1.0],-1.217808733,53.07527676,
[],[4988],Kirk Hill Wind Farm,18.8,[2.35],[8.0],-4.739833493,55.30642351,
[],[5187],Hill of Lybster (Wind Turbine - Extension),1.5,[1.5],[1.0],-3.679813444,58.6012507,
[],[6013],"Parc Stormy, Stormy Down",2.5,[2.5],[1.0],-3.67114455,51.50772357,
[],[6033],Bodtegir,1.5,[1.5],[1.0],-3.498789449,53.01752602,
[],[6079],West of Rhiwfelin Fach Farm,1.5,[1.5],[1.0],-3.391405882,51.55888213,
[],[6106],Marshill Farm,1.5,[1.5],[1.0],-3.933352927,55.68710248,
[],[6158],Moray West Offshore Wind Farm Project,882,[14.7],[60.0],-3.313071257,58.06987356,
[],[6214],Howpark Farm,20,[2.5],[8.0],-2.280963454,55.89764432,
[],[6264],Dounreay Tr Floating Wind Demonstration,10,[5.0],[2.0],-3.876811758,58.69833704,
[],[6293],Accolade Wines,2.5,[1.5],[1.0],-2.689075395,51.51699154,
[],[6318],Craigannet Farm Wind Turbine,1.5,[1.5],[1.0],-4.068471507,56.04544641,
[],[6324],Burnfoot East Wind Farm (further extension),10.8,[3.6],[3.0],-3.759961028,56.20910678,
[],[6426],Neart na Gaoithe,450,[8.0],[54.0],-2.250007589,56.26999264,
[],[6556],Sofia (Teesside B),1400,[14.0],[100.0],,,
[],[6636],Forss Wind Farm,2.6,[1.3],[2.0],-3.688144279,58.60234524,
[],[6818],"Lower Tregeen, Davidstow - Wind Turbine",0.9,[0.9],[1.0],-4.60255958,50.66286911,
[],[6828],Viking Wind Farm,443,[4.3],[103.0],-1.208438805,60.33933781,
[],[7312],The Low Carbon Energy Generation Project at Keele University,1.9,[1.0],[2.0],-2.271023829,53.00192773,
[],[7544],Dundrinne Road,0.2,[0.23],[1.0],-5.928664706,54.24561814,
[],[7588],Land near Ventonteague,2.3,[2.3],[1.0],-5.055610776,50.32079039,
[],[8046],Lower Rumster wind turbine,0.2,[0.05],[3.0],-3.337658362,58.30850186,
[],[8134],"Land near Tacher, Latheron",4.1,[4.1],[1.0],-3.416915945,58.40234177,
[],[11259],Mounteneys and Cherry Rock Wind Turbines,1,[0.5],[2.0],-2.386961304,51.6024864,
[],[11706],"Arbikie, Inverkeilor - Green Hydrogen Project & Wind Turbine",1,[1.0],[1.0],-2.558184924,56.64771957,
